H1,H2,PFR1,PFR2
950,700,1750,3500
950,700,2000,3250
950,700,2000,3500
950,700,2000,4000
950,700,2250,3000
950,700,2500,2750
950,700,2750,2500
950,700,3000,2250
950,700,3250,2000
950,700,3500,1750
950,700,3750,1500
950,700,4000,1250
950,700,4250,1000
950,700,1250,4000
950,700,2000,4000
950,700,1000,4250
1300,700,3250,1000
750,705,3500,2750
750,705,3750,2500
750,705,4000,2250
750,705,4250,2000
900,705,1500,4500
900,705,1000,5000
950,705,1500,4250
1200,705,2750,1750
1200,705,3000,1500
1200,705,3250,1250
1300,705,2750,1500
1300,705,3000,1250
400,710,4750,4500
400,710,4500,4750
400,710,4250,5000
450,710,3750,5000
750,710,2250,4000
750,710,2500,3750
750,710,2750,3500
750,710,3000,3250
750,710,3250,3000
750,710,2250,4000
850,710,1750,4500
1100,710,3000,1750
1100,710,3250,1500
1100,710,3500,1250
1200,710,1250,3250
1200,710,1750,2750
1200,710,2000,2500
1200,710,2250,2250
1200,710,2500,2000
1300,710,1750,2500
1300,710,2000,2250
1650,710,2000,1500
1850,710,1000,2250
1850,710,1500,1750
1850,710,1750,1500
1850,710,2000,1250
1850,710,2250,1000
350,715,5000,4750
350,715,4750,5000
400,715,5000,4250
450,715,4750,3750
450,715,5000,3500
450,715,4500,4000
450,715,4250,4250
450,715,4000,4500
600,715,4750,2500
600,715,5000,2250
750,715,2000,4250
750,715,1750,4500
1100,715,2000,2750
1100,715,2250,2500
1200,715,3500,1000
1300,715,1000,3250
1400,715,2250,1750
1400,715,2750,1250
1400,715,3000,1000
1650,715,1000,2500
1650,715,1250,2250
1650,715,1500,2000
1650,715,1750,1750
1650,715,2250,1250
1650,715,2500,1000
1850,715,1250,2000
2050,715,1750,1250
600,720,3250,4000
600,720,3500,3750
600,720,3750,3500
600,720,4000,3250
600,720,4250,3000
600,720,4500,2750
600,720,3250,4000
600,720,3000,4250
600,720,2750,4500
600,720,2500,4750
600,720,2250,5000
700,720,4750,1750
700,720,5000,1500
750,720,2000,4750
750,720,2000,5000
800,720,2000,4250
1050,720,1250,3750
1100,720,1750,3000
1100,720,3750,1000
1200,720,1500,3000
1300,720,2250,2000
1300,720,2500,1750
1400,720,1750,2250
1400,720,2000,2000
2050,720,1000,2000
2050,720,1250,1750
2050,720,2000,1000
500,725,4750,3250
500,725,5000,3000
500,725,3500,4500
500,725,3250,4750
700,725,4000,2500
700,725,4250,2250
700,725,4500,2000
1000,725,3000,2000
1000,725,3250,1750
1000,725,3500,1500
1100,725,1000,3750
1100,725,1500,3250
1100,725,2500,2250
1100,725,2750,2000
1400,725,1000,3000
2050,725,1500,1500
500,730,4250,3750
500,730,4500,3500
500,730,4000,4000
500,730,3750,4250
700,730,2500,4000
700,730,2750,3750
700,730,3000,3500
700,730,3250,3250
700,730,3500,3000
700,730,3750,2750
700,730,2500,4000
700,730,2250,4250
700,730,2000,4500
1000,730,1000,4000
1000,730,1750,3250
1000,730,2000,3000
1000,730,2250,2750
1000,730,1000,4000
1400,730,1500,2500
1400,730,2500,1500
1000,735,1750,3750
1000,735,3750,1250
1000,735,4000,1000
2550,735,1000,1500
2550,735,1250,1250
2550,735,1500,1000
350,740,5000,4500
350,740,4750,4750
350,740,4500,5000
400,740,4000,5000
450,740,3500,5000
550,740,5000,2500
550,740,2750,4750
550,740,2500,5000
650,740,5000,1750
700,740,2250,5000
800,740,2000,4500
800,740,1250,5000
800,740,1500,5000
850,740,4250,1250
850,740,4500,1000
850,740,1250,4750
850,740,1250,5000
900,740,1500,4250
1000,740,2500,2500
1000,740,2750,2250
1500,740,1000,3000
1500,740,1750,2000
400,745,5000,4000
400,745,4750,4250
400,745,4500,4500
400,745,4250,4750
550,745,3750,3750
550,745,4000,3500
550,745,4250,3250
550,745,4500,3000
550,745,4750,2750
550,745,3500,4000
550,745,3250,4250
550,745,3000,4500
650,745,4500,2250
650,745,4750,2000
850,745,3750,1750
850,745,4000,1500
900,745,2250,3000
1500,745,1000,2750
1500,745,1500,2250
2250,745,1000,1750
450,750,3750,4750
650,750,2750,4000
650,750,3000,3750
650,750,3250,3500
650,750,3500,3250
650,750,3750,3000
650,750,4000,2750
650,750,4250,2500
650,750,2750,4000
650,750,2500,4250
650,750,2250,4500
650,750,2000,4750
800,750,4500,1250
800,750,4750,1000
850,750,3250,2250
850,750,3500,2000
900,750,1750,3500
900,750,2000,3250
900,750,3250,2000
1500,750,2000,1750
1500,750,2500,1250
1500,750,2750,1000
2900,750,1000,1250
2900,750,1250,1000
650,755,1750,5000
800,755,4000,1750
800,755,4250,1500
850,755,1750,3750
850,755,2000,3500
850,755,2250,3250
850,755,2500,3000
850,755,2750,2750
850,755,3000,2500
900,755,2500,2750
900,755,3500,1750
900,755,4000,1250
1500,755,2250,1500
2250,755,1250,1500
2250,755,1500,1250
2250,755,1750,1000
500,760,3000,4750
500,760,2750,5000
550,760,2500,4750
550,760,2250,5000
600,760,5000,2000
800,760,3500,2250
800,760,3750,2000
800,760,2000,5000
850,760,1750,4250
900,760,2750,2500
900,760,3750,1500
900,760,4250,1000
900,760,1250,4250
900,760,1000,4500
950,760,1000,4500
1050,760,1000,4250
1300,760,1250,3000
1450,760,1250,2750
1800,760,1000,2250
1800,760,1500,1750
500,765,4750,3000
500,765,5000,2750
600,765,4750,2250
750,765,4500,1500
750,765,4750,1250
750,765,5000,1000
800,765,2000,3750
800,765,2250,3500
800,765,2500,3250
800,765,2750,3000
800,765,3000,2750
800,765,3250,2500
850,765,1500,4000
850,765,1500,4000
850,765,1250,4250
900,765,3000,2250
900,765,1000,4250
1150,765,3000,1500
1150,765,3250,1250
1300,765,1000,3500
1600,765,2000,1500
1800,765,1750,1500
1800,765,2000,1250
1800,765,2250,1000
350,770,5000,4250
350,770,4750,4500
350,770,4500,4750
450,770,3250,5000
500,770,4000,3750
500,770,4250,3500
500,770,4500,3250
500,770,3750,4000
500,770,3500,4250
600,770,3000,4000
600,770,3250,3750
600,770,3500,3500
600,770,3750,3250
600,770,4000,3000
600,770,4250,2750
600,770,4500,2500
600,770,3000,4000
600,770,2750,4250
600,770,2500,4500
600,770,2250,4750
600,770,2000,5000
750,770,4000,2000
750,770,4250,1750
900,770,2000,4500
1050,770,3250,1500
1150,770,1750,2750
1150,770,2000,2500
1250,770,2750,1500
1250,770,3000,1250
1600,770,1500,2000
1600,770,1750,1750
400,775,5000,3750
400,775,4750,4000
400,775,4500,4250
400,775,4250,4500
750,775,2250,3750
750,775,2500,3500
750,775,2750,3250
750,775,3000,3000
750,775,3250,2750
750,775,3500,2500
750,775,3750,2250
900,775,1250,4500
1050,775,1750,3000
1050,775,2000,2750
1150,775,3500,1000
1250,775,1750,2500
1250,775,2000,2250
1300,775,1250,3250
1600,775,2500,1000
2000,775,1750,1250
2500,775,1000,1500
2500,775,1250,1250
450,780,3500,4750
550,780,2750,4500
700,780,4750,1500
700,780,5000,1250
750,780,2000,4000
750,780,2000,4000
750,780,1750,4250
750,780,1500,4750
800,780,1000,4750
800,780,1250,4750
850,780,1000,5000
1050,780,2250,2500
1050,780,3750,1000
1150,780,1250,3500
1150,780,2250,2250
1150,780,2500,2000
2000,780,1500,1500
2000,780,2000,1000
450,785,4500,3750
450,785,4750,3500
450,785,5000,3250
450,785,4250,4000
450,785,4000,4250
450,785,3750,4500
550,785,4750,2500
550,785,5000,2250
700,785,4250,2000
700,785,4500,1750
850,785,2000,4750
950,785,2000,3000
1050,785,1500,3250
1150,785,1250,3250
1150,785,2750,1750
1250,785,1500,2750
1250,785,3250,1000
1350,785,2250,1750
1350,785,2750,1250
2000,785,1250,1750
2500,785,1500,1000
500,790,3250,4500
550,790,3250,4000
550,790,3500,3750
550,790,3750,3500
550,790,4000,3250
550,790,4250,3000
550,790,4500,2750
550,790,3250,4000
550,790,3000,4250
600,790,2250,4500
600,790,2000,4750
650,790,1750,4750
700,790,2250,4000
700,790,2500,3750
700,790,2750,3500
700,790,3000,3250
700,790,3250,3000
700,790,3500,2750
700,790,3750,2500
700,790,4000,2250
700,790,2250,4000
950,790,1500,3500
950,790,2250,2750
950,790,3250,1750
1050,790,1250,3500
1050,790,2500,2250
1050,790,2750,2000
1050,790,3000,1750
1050,790,3500,1250
1150,790,1000,3500
1250,790,1250,3000
1250,790,2250,2000
1250,790,2500,1750
1350,790,1500,2500
1350,790,1750,2250
1600,790,1250,2250
1600,790,2250,1250
2000,790,1000,2000
650,795,4750,1750
650,795,5000,1500
650,795,2000,4500
700,795,1750,4500
950,795,1250,3750
1050,795,1000,3750
1100,795,1250,3750
1200,795,1750,3000
1250,795,1000,3250
1350,795,2000,2000
550,800,5000,2000
600,800,2500,4250
650,800,2500,4000
650,800,4500,2000
650,800,2500,4000
650,800,2250,4250
750,800,1750,4750
950,800,2500,2500
950,800,3750,1250
950,800,4000,1000
1050,800,1000,4000
1050,800,1000,4000
1350,800,2500,1500
1350,800,3000,1000
400,805,4000,4750
500,805,4500,3000
650,805,2750,3750
650,805,3000,3500
650,805,3250,3250
650,805,3500,3000
650,805,3750,2750
650,805,4000,2500
650,805,4250,2250
950,805,2750,2250
950,805,3000,2000
950,805,3500,1500
1100,805,1000,4000
1100,805,1000,4000
400,810,3750,5000
600,810,5000,1750
1350,810,1000,3000
1450,810,1500,2250
1450,810,1750,2000
1750,810,1500,1750
2850,810,1000,1250
2850,810,1250,1000
500,815,3000,4500
600,815,4500,2250
600,815,4750,2000
1750,815,1250,2000
1750,815,2000,1250
1750,815,2250,1000
450,820,4750,3250
450,820,5000,3000
550,820,2750,4250
600,820,2750,4000
600,820,3500,3250
600,820,3750,3000
600,820,4000,2750
600,820,4250,2500
600,820,2750,4000
850,820,4000,1250
850,820,4250,1000
1000,820,1500,3750
1000,820,1000,4250
1400,820,1250,2750
1750,820,1000,2250
1750,820,1750,1500
2200,820,1250,1500
2200,820,1750,1000
450,825,4250,3750
450,825,4500,3500
450,825,4000,4000
450,825,3750,4250
500,825,3250,4250
550,825,2500,4500
600,825,3000,3750
600,825,3250,3500
650,825,2250,4000
650,825,2250,4000
650,825,2000,4250
650,825,1750,4500
800,825,4250,1250
800,825,4500,1000
850,825,3750,1500
1450,825,2750,1000
2200,825,1500,1250
2450,825,1250,1250
500,830,5000,2500
500,830,2750,4750
550,830,4500,2500
550,830,4750,2250
700,830,2000,4000
700,830,2250,3750
700,830,2000,4000
750,830,4250,1500
750,830,4500,1250
800,830,3750,1750
800,830,4000,1500
800,830,1750,4500
850,830,2000,3250
850,830,3250,2000
850,830,3500,1750
1450,830,2000,1750
1450,830,2250,1500
1450,830,2500,1250
2200,830,1000,1750
2450,830,1500,1000
450,835,3500,4500
550,835,3000,4000
550,835,3250,3750
550,835,3500,3500
550,835,3750,3250
550,835,4000,3000
550,835,4250,2750
550,835,3000,4000
750,835,4750,1000
800,835,2000,3500
800,835,2250,3250
800,835,3250,2250
800,835,3500,2000
850,835,1500,3750
850,835,1750,3500
850,835,2250,3000
850,835,2500,2750
850,835,2750,2500
850,835,3000,2250
1000,835,1500,3250
1000,835,1750,3000
1000,835,2000,2750
1100,835,2000,2500
1100,835,2500,2000
1200,835,3250,1000
1450,835,1000,2750
1950,835,1250,1750
1950,835,1500,1500
450,840,3250,4750
500,840,4750,2750
500,840,2500,5000
600,840,4750,1750
700,840,4500,1500
700,840,4750,1250
700,840,1500,4500
750,840,3750,2000
750,840,4000,1750
800,840,2500,3000
800,840,2750,2750
800,840,3000,2500
900,840,1500,3500
900,840,1750,3250
900,840,2000,3000
1050,840,1750,3250
1150,840,1750,3500
1200,840,1500,2750
1200,840,1750,2500
1250,840,1250,3250
1950,840,1750,1250
1950,840,2000,1000
2450,840,1000,1500
450,845,3000,5000
500,845,3750,3750
500,845,4000,3500
500,845,4250,3250
500,845,3500,4000
550,845,2250,4750
550,845,2000,5000
700,845,4250,1750
700,845,5000,1000
750,845,2250,3500
750,845,2500,3250
750,845,2750,3000
750,845,3000,2750
750,845,3250,2500
750,845,3500,2250
750,845,1500,5000
1000,845,1250,3500
1000,845,2250,2500
1100,845,1250,3250
1100,845,2250,2250
1200,845,2000,2250
1550,845,2000,1500
1950,845,1000,2000
300,850,5000,5000
600,850,2250,4250
650,850,4500,1750
650,850,4750,1500
650,850,5000,1250
700,850,3750,2250
700,850,4000,2000
800,850,1000,4500
900,850,1500,4000
900,850,2250,2750
900,850,3750,1250
900,850,1500,4000
1000,850,1000,3750
1000,850,3750,1000
1100,850,1000,3500
1100,850,2750,1750
1100,850,3000,1500
1100,850,3250,1250
1100,850,3500,1000
1550,850,1500,2000
350,855,4250,5000
650,855,4250,2000
700,855,2500,3500
700,855,2750,3250
700,855,3000,3000
700,855,3250,2750
700,855,3500,2500
750,855,2000,3750
900,855,4000,1000
1000,855,2500,2250
1000,855,3500,1250
1150,855,1750,3000
1200,855,1250,3000
1200,855,2500,1750
1200,855,2750,1500
1200,855,3000,1250
1300,855,1500,2500
1300,855,1750,2250
1300,855,2250,1750
1550,855,1750,1750
400,860,4750,3750
400,860,5000,3500
400,860,4500,4000
600,860,2500,4000
600,860,5000,1500
600,860,2500,4000
650,860,3500,2750
650,860,3750,2500
650,860,4000,2250
800,860,1500,4500
900,860,2500,2500
900,860,2750,2250
900,860,3500,1500
1000,860,2750,2000
1000,860,3000,1750
1000,860,3250,1500
1200,860,1000,3250
1200,860,2250,2000
1700,860,1250,2000
1700,860,1500,1750
400,865,4250,4250
400,865,4000,4500
400,865,3750,4750
600,865,4500,2000
600,865,2000,4500
650,865,2500,3750
650,865,2750,3500
650,865,3000,3250
650,865,3250,3000
900,865,3000,2000
900,865,3250,1750
1300,865,2000,2000
1700,865,2000,1250
2800,865,1000,1250
2800,865,1250,1000
400,870,3500,5000
600,870,3750,2750
600,870,4000,2500
600,870,4250,2250
1300,870,2500,1500
1300,870,2750,1250
1300,870,3000,1000
1550,870,2250,1250
1550,870,2500,1000
1700,870,1000,2250
1700,870,1750,1500
1700,870,2250,1000
500,875,4500,2750
600,875,2750,3750
600,875,3000,3500
600,875,3250,3250
600,875,3500,3000
700,875,2000,3750
850,875,1750,4000
850,875,1750,4000
1550,875,1000,2500
500,880,3500,3750
500,880,4750,2500
1300,880,1500,2750
1400,880,1500,2250
1400,880,1750,2000
2150,880,1250,1500
2150,880,1750,1000
300,885,4750,5000
500,885,3250,4000
500,885,3750,3500
500,885,4250,3000
500,885,3250,4000
750,885,2000,3500
1900,885,1250,1750
1900,885,1500,1500
2400,885,1500,1000
500,890,4000,3250
500,890,5000,2250
1050,890,1750,2750
1400,890,1250,2500
2150,890,1500,1250
450,895,4000,3750
450,895,4250,3500
450,895,4500,3250
450,895,4750,3000
450,895,5000,2750
450,895,3750,4000
500,895,3000,4250
550,895,5000,1750
1050,895,1250,3250
1050,895,2000,2500
1400,895,2250,1500
1900,895,1000,2000
1900,895,2000,1000
2150,895,1000,1750
2400,895,1250,1250
450,900,3500,4250
500,900,2750,4500
550,900,2750,4000
550,900,3000,3750
550,900,4500,2250
550,900,4750,2000
550,900,2750,4000
650,900,2000,4000
650,900,2000,4000
650,900,2000,5000
700,900,4250,1500
700,900,4500,1250
700,900,1750,4750
750,900,4000,1500
750,900,4250,1250
750,900,1250,4250
750,900,1250,4750
750,900,1250,5000
800,900,1500,4000
800,900,3750,1500
800,900,4000,1250
800,900,4250,1000
800,900,1500,4000
850,900,3750,1250
850,900,4000,1000
850,900,1000,4250
850,900,1000,4500
950,900,1000,3750
950,900,1250,3500
950,900,1500,3250
950,900,1750,3000
950,900,2000,2750
1000,900,1500,3500
1100,900,1500,3000
1150,900,1500,2750
1150,900,1750,2500
1400,900,2500,1250
1400,900,2750,1000
1900,900,1750,1250
350,905,5000,4000
350,905,4750,4250
350,905,4500,4500
350,905,4250,4750
450,905,3250,4500
500,905,2500,4750
550,905,2500,4250
600,905,4250,2000
650,905,2250,3750
650,905,4250,1750
650,905,4500,1500
650,905,1750,4250
650,905,1000,5000
700,905,4000,1750
750,905,3750,1750
750,905,4500,1000
800,905,3500,1750
850,905,3500,1500
950,905,2250,2500
950,905,3500,1250
950,905,3750,1000
1000,905,1250,3750
1150,905,3000,1250
1400,905,1000,2750
1400,905,2000,1750
2400,905,1000,1500
350,910,4000,5000
450,910,3000,4750
450,910,2750,5000
550,910,4250,2500
600,910,4750,1500
650,910,4750,1250
650,910,1500,4500
650,910,1250,4750
700,910,3750,2000
700,910,4750,1000
750,910,3250,2250
750,910,3500,2000
800,910,2000,3250
800,910,3000,2250
800,910,3250,2000
850,910,3250,1750
950,910,2500,2250
950,910,3250,1500
1050,910,2250,2250
1050,910,3500,1000
1150,910,2000,2250
1150,910,2750,1500
1650,910,1250,2000
1650,910,1500,1750
300,915,5000,4500
500,915,2250,5000
550,915,3250,3500
600,915,2500,3750
600,915,5000,1250
650,915,3750,2250
650,915,4000,2000
650,915,5000,1000
700,915,2250,3500
700,915,2500,3250
700,915,2750,3000
700,915,3000,2750
700,915,3250,2500
700,915,3500,2250
750,915,2250,3250
750,915,2500,3000
750,915,2750,2750
750,915,3000,2500
800,915,2250,3000
800,915,2500,2750
800,915,2750,2500
850,915,1500,3500
850,915,1750,3250
850,915,2000,3000
850,915,2250,2750
850,915,2500,2500
850,915,2750,2250
850,915,3000,2000
850,915,1500,4750
950,915,2750,2000
950,915,3000,1750
1050,915,3250,1250
1150,915,1000,3250
1150,915,3250,1000
1650,915,2000,1250
2750,915,1250,1000
300,920,4750,4750
300,920,5000,4750
400,920,4500,3750
400,920,4750,3500
400,920,5000,3250
400,920,4250,4000
400,920,4000,4250
550,920,3750,3000
550,920,4000,2750
550,920,2250,4500
600,920,3750,2500
600,920,4000,2250
600,920,4500,1750
600,920,1750,5000
650,920,2500,3500
650,920,2750,3250
650,920,3000,3000
650,920,3250,2750
650,920,3500,2500
650,920,1250,5000
700,920,2000,4250
750,920,1500,4500
800,920,1750,3500
900,920,1250,3750
900,920,1250,4000
900,920,1250,4000
1050,920,2500,2000
1050,920,2750,1750
1050,920,3000,1500
1100,920,1250,3500
1200,920,1000,3500
1250,920,1500,2500
1250,920,1750,2250
1350,920,1250,2750
1500,920,1500,2000
1500,920,2000,1500
1800,920,1250,2000
2750,920,1000,1250
400,925,3750,4500
400,925,3500,4750
400,925,3250,5000
550,925,3500,3250
600,925,3000,3250
600,925,3250,3000
600,925,3500,2750
700,925,1500,5000
850,925,1000,4000
850,925,1000,4000
1150,925,2250,2000
1150,925,2500,1750
1250,925,1250,2750
1650,925,1000,2250
250,930,5000,5000
550,930,2000,4750
600,930,2250,4000
600,930,2250,4000
1650,930,1750,1500
1650,930,2250,1000
350,935,5000,3750
1250,935,2000,2000
1500,935,1750,1750
2100,935,1250,1500
300,940,4500,5000
350,940,4750,4000
600,940,2750,3500
600,940,1500,5000
650,940,1500,4750
750,940,1000,5000
900,940,1250,3500
900,940,1500,3250
900,940,1750,3000
900,940,3500,1250
1050,940,1000,3500
1250,940,1000,3000
1250,940,2500,1500
1250,940,2750,1250
1250,940,3000,1000
1450,940,1250,2500
1500,940,1000,2500
1500,940,1250,2500
1550,940,1250,2250
2100,940,1750,1000
300,945,5000,4250
350,945,4500,4250
350,945,4250,4500
350,945,4000,4750
350,945,3750,5000
900,945,1000,3750
900,945,1500,3750
1250,945,2250,1750
1500,945,2250,1250
1500,945,2500,1000
1850,945,1000,2000
1850,945,1500,1500
1850,945,2000,1000
300,950,4750,4500
300,950,4500,4750
600,950,2000,4250
650,950,4000,1750
800,950,1750,4000
800,950,1750,4000
900,950,2000,2750
900,950,3750,1000
1000,950,1250,3250
1000,950,1500,3000
1000,950,1750,2750
1350,950,1250,2500
1350,950,1500,2250
1350,950,2750,1000
2700,950,1250,1000
300,955,4250,5000
500,955,3750,3250
500,955,4000,3000
500,955,4250,2750
650,955,4250,1500
900,955,2250,2500
900,955,3250,1500
1000,955,1000,3500
1350,955,2250,1500
1600,955,1000,2500
1850,955,1750,1250
2100,955,1500,1250
450,960,4000,3500
450,960,4250,3250
450,960,4500,3000
450,960,4750,2750
500,960,3250,3750
500,960,3500,3500
500,960,4500,2500
550,960,5000,1500
650,960,2250,3500
700,960,1750,3750
700,960,2000,3500
700,960,4000,1500
700,960,1500,4750
750,960,1000,4750
850,960,1250,4000
850,960,1250,4000
900,960,2500,2250
900,960,2750,2000
900,960,3000,1750
950,960,1000,4000
950,960,1000,4000
1000,960,2000,2500
1000,960,3500,1000
1100,960,1250,3000
1100,960,1500,2750
1100,960,1750,2500
1150,960,1250,3000
1350,960,1750,2000
1500,960,1250,2250
2350,960,1250,1250
450,965,3500,4000
450,965,3750,3750
450,965,5000,2500
450,965,3500,4000
500,965,3000,4000
500,965,4750,2250
500,965,5000,2000
500,965,3000,4000
550,965,3500,3000
550,965,3750,2750
550,965,4000,2500
600,965,4750,1250
650,965,4500,1250
700,965,4250,1250
1000,965,2250,2250
1000,965,3250,1250
2350,965,1000,1500
250,970,4750,5000
350,970,5000,3500
450,970,3250,4250
450,970,3000,4500
500,970,2750,4250
550,970,3250,3250
550,970,4250,2250
650,970,3500,2250
650,970,3750,2000
650,970,4750,1000
700,970,1500,4000
700,970,3500,2000
700,970,3750,1750
700,970,4500,1000
700,970,1500,4000
800,970,1500,4250
1000,970,2500,2000
1000,970,2750,1750
1000,970,3000,1500
1100,970,1000,3250
1350,970,1000,2750
2700,970,1000,1250
250,975,5000,4750
300,975,5000,4000
350,975,4750,3750
400,975,4250,3750
400,975,4500,3500
400,975,4750,3250
400,975,5000,3000
450,975,2750,4750
450,975,2500,5000
500,975,2500,4500
550,975,3000,3500
600,975,5000,1000
650,975,2750,3000
650,975,3000,2750
650,975,3250,2500
700,975,3000,2500
700,975,3250,2250
1100,975,2000,2250
1100,975,3250,1000
1150,975,1500,3000
1350,975,2000,1750
1350,975,2500,1250
300,980,4750,4250
350,980,4500,4000
350,980,4250,4250
350,980,4000,4500
400,980,4000,4000
400,980,3750,4250
400,980,3500,4500
500,980,2250,4750
550,980,2750,3750
550,980,4500,2000
550,980,4750,1750
650,980,2000,3750
650,980,2500,3250
650,980,1500,5000
700,980,2250,3250
700,980,2500,3000
700,980,2750,2750
700,980,1250,4500
800,980,1500,3750
800,980,1250,4250
1200,980,1250,2750
1200,980,1500,2500
300,985,4500,4500
300,985,4250,4750
350,985,3750,4750
350,985,3500,5000
400,985,3250,4750
400,985,3000,5000
550,985,2500,4000
550,985,2500,4000
750,985,2250,3000
750,985,2500,2750
750,985,2750,2500
750,985,3000,2250
750,985,3250,2000
750,985,3500,1750
750,985,4000,1250
750,985,4250,1000
950,985,1750,3250
1100,985,2250,2000
1100,985,3000,1250
1200,985,1750,2250
1600,985,1500,1750
1600,985,2000,1250
1600,985,2250,1000
2350,985,1500,1000
300,990,4000,5000
600,990,3500,2500
750,990,1250,4000
750,990,1500,3750
750,990,1750,3500
750,990,2000,3250
750,990,3750,1500
750,990,1250,4000
1100,990,2500,1750
1100,990,2750,1500
1450,990,1500,2000
1800,990,1250,1750
550,995,2250,4250
600,995,3000,3000
600,995,3750,2250
1200,995,1000,3000
1200,995,3000,1000
1450,995,2500,1000
1600,995,1000,2250
1800,995,1000,2000
1800,995,1750,1250
1800,995,2000,1000
2050,995,1250,1500
2050,995,1750,1000
300,1000,5000,3750
600,1000,2750,3250
600,1000,3250,2750
700,1000,1750,4000
700,1000,1750,4000
700,1000,1500,4250
700,1000,1750,4250
750,1000,1750,3750
750,1000,1250,4500
800,1000,1250,4000
800,1000,1750,3750
800,1000,1250,4000
950,1000,1000,3500
950,1000,1750,2750
950,1000,3250,1250
1200,1000,2000,2000
1450,1000,2250,1250
1800,1000,1500,1500
2050,1000,1000,1750
350,1005,5000,3250
400,1005,5000,2750
600,1005,4000,2000
650,1005,1750,4000
650,1005,1750,4000
950,1005,3500,1000
300,1010,4750,4000
350,1010,4750,3500
400,1010,4750,3000
450,1010,5000,2250
550,1010,1500,5000
600,1010,2500,3500
600,1010,4500,1500
850,1010,2000,2750
850,1010,2250,2500
850,1010,2500,2250
850,1010,2750,2000
850,1010,3000,1750
850,1010,3250,1500
850,1010,3750,1000
950,1010,2000,2500
1100,1010,1750,2750
1200,1010,2250,1750
1200,1010,2750,1250
1450,1010,1000,2500
1600,1010,1750,1500
2650,1010,1250,1000
300,1015,4500,4250
350,1015,4500,3750
550,1015,5000,1250
600,1015,4250,1750
950,1015,2250,2250
950,1015,2500,2000
950,1015,2750,1750
950,1015,3000,1500
1050,1015,1500,2750
1100,1015,1500,3500
1200,1015,2500,1500
1300,1015,1500,2250
1450,1015,1750,1750
2050,1015,1500,1250
2650,1015,1000,1250
300,1020,4250,4500
300,1020,4000,4750
350,1020,4250,4000
350,1020,4000,4250
600,1020,2250,3750
700,1020,1000,5000
1050,1020,1000,3250
1050,1020,1250,3000
1050,1020,1750,2500
250,1025,4500,5000
300,1025,5000,3500
300,1025,3750,5000
350,1025,3750,4500
350,1025,3500,4750
350,1025,3250,5000
400,1025,2750,5000
450,1025,3750,3500
450,1025,4000,3250
450,1025,4250,3000
450,1025,4500,2750
450,1025,4750,2500
800,1025,2000,3000
800,1025,2250,2750
800,1025,2500,2500
800,1025,2750,2250
800,1025,3000,2000
800,1025,3250,1750
800,1025,3500,1500
800,1025,3750,1250
800,1025,4000,1000
1050,1025,3250,1000
1450,1025,2000,1500
2300,1025,1000,1500
250,1030,4750,4750
350,1030,5000,3000
400,1030,4250,3500
400,1030,4500,3250
450,1030,3250,4000
450,1030,3500,3750
450,1030,3250,4000
450,1030,3000,4250
500,1030,3750,3000
500,1030,4000,2750
500,1030,4250,2500
500,1030,5000,1750
600,1030,2000,4000
600,1030,4750,1000
600,1030,2000,4000
750,1030,1500,4250
1050,1030,2000,2250
1050,1030,3000,1250
1300,1030,1750,2000
1350,1030,1000,3250
300,1035,4750,3750
400,1035,4000,3750
400,1035,3750,4000
400,1035,3500,4250
450,1035,2750,4500
450,1035,2500,4750
500,1035,3250,3500
500,1035,3500,3250
500,1035,4500,2250
500,1035,4750,2000
650,1035,4250,1250
800,1035,1250,3750
800,1035,1500,3500
800,1035,1750,3250
2300,1035,1250,1250
250,1040,5000,4500
400,1040,5000,2500
400,1040,3250,4500
400,1040,3000,4750
450,1040,2250,5000
500,1040,2750,4000
500,1040,3000,3750
500,1040,2750,4000
600,1040,1750,4250
650,1040,3000,2500
650,1040,3250,2250
700,1040,3750,1500
800,1040,1000,5000
1050,1040,1500,3000
1050,1040,2250,2000
1050,1040,2500,1750
1050,1040,2750,1500
1150,1040,1250,2750
1150,1040,1500,2500
1300,1040,2000,1750
1300,1040,2750,1000
1750,1040,1250,1750
300,1045,4500,4000
350,1045,4750,3250
500,1045,2500,4250
500,1045,2250,4500
550,1045,4750,1500
650,1045,2750,2750
700,1045,4000,1250
1150,1045,1000,3000
1300,1045,1000,3000
1300,1045,2250,1500
1300,1045,2500,1250
1750,1045,1000,2000
300,1050,4250,4250
300,1050,4000,4500
350,1050,4500,3500
400,1050,4750,2750
650,1050,3500,2000
650,1050,4500,1000
700,1050,1750,3500
700,1050,3500,1750
850,1050,1000,4750
1150,1050,1750,2250
1150,1050,3000,1000
1750,1050,2000,1000
2000,1050,1250,1500
2300,1050,1500,1000
300,1055,3750,4750
350,1055,4250,3750
400,1055,4500,3000
550,1055,3000,3250
550,1055,3250,3000
550,1055,3500,2750
550,1055,3750,2500
550,1055,4000,2250
550,1055,4500,1750
650,1055,2500,3000
700,1055,2000,3250
1550,1055,2250,1000
1750,1055,1500,1500
2000,1055,1750,1000
300,1060,3500,5000
350,1060,4000,4000
350,1060,3750,4250
450,1060,4750,2250
450,1060,5000,2000
500,1060,5000,1250
550,1060,2750,3500
550,1060,4250,2000
650,1060,2250,3250
700,1060,2250,3000
750,1060,1500,4000
750,1060,1500,4000
1150,1060,2000,2000
